"";"n";"par";"B_100_np";"B_100_p";"B_500_np";"B_500_p";"B_700_np";"B_700_p"
"1";"100";"alpha";2725,76222432469;6037,32732354537;2593,78587471553;4776,57041759497;2167,25388744829;4726,74829583281
"2";"100";"phi_1";-0,0862325374620285;-0,0955707550608363;-0,0961231487367105;-0,0828619074035059;-0,0881133943530266;-0,0880926898975683
"3";"100";"phi_2";0,206685732933859;0,211894303670066;0,209275875286118;0,202431068006789;0,195650277293761;0,190596139333347
"4";"250";"alpha";764,128061289078;595,334107485597;588,018125041106;804,552048372106;751,816195913334;1071,79343072382
"5";"250";"phi_1";0,0253598262644767;0,0379569941916081;0,0210928773221995;0,035395330256348;0,0280853487433826;0,030167059333755
"6";"250";"phi_2";-0,00438597653290839;-0,0240627073616734;-0,00375029325065724;-0,0266269457597309;-0,0127728979923107;-0,0163368537135051
"7";"400";"alpha";1410,28544118842;1485,9674476115;889,533750947775;1347,94918690953;1366,34163841616;1151,34058820772
"8";"400";"phi_1";-0,0468304819138826;-0,0395881663582934;-0,0465694991128296;-0,0444789619372471;-0,0405594621090943;-0,0392528706887658
"9";"400";"phi_2";0,0891258594231681;0,0901877363188618;0,0941644389462689;0,0957173921500177;0,0969800102032936;0,0845705319311978
